"Y1_initiation"	"Y2_adoption"	"Y3_routinization"	"X1_readiness"	"X2_integration"	"X3_firmSize"	"X4_global"	"X5_manag"	"X6_compet"	"X7_regulatory"
-1.52998005328254	-1.24674138333462	-0.929855902226284	-0.12243716477158	2.36113627622068	2.10969066945523	0.482697325629363	-0.857632970590141	-0.0576245260971818	-0.195114219415396
0.0750490015261759	0.87271896833423	-0.916689086001173	-0.391009010076987	-0.180774981626358	-0.471539143511084	0.482697325629363	2.73907211648707	0.95464785242727	-2.93244536836421
0.574193349788716	-0.540254599444999	0.0813027368926449	1.75756575236624	-0.180774981626358	-0.0819195491010734	0.482697325629363	0.0491548808173474	-0.934435524846914	1.62136560583136
0.641466977987115	0.166232184444613	-0.0377435237095907	0.146134680533821	-0.751964842859552	-0.00886587514919648	0.482697325629363	-0.476950726844047	-0.934434701741675	0.747195814714363
0.323102186768664	0.87271896833423	-0.916689086001173	0.683278371144627	-0.751964967292683	1.50091005318959	0.482697325629363	-0.476949079700847	-0.934433921397368	1.62136413385402
0.249358554512922	-0.540254599444999	-0.916689086001173	0.146134680533821	-0.533254270203341	0.770373313670824	0.482697325629363	-0.167635877653554	-0.934435584175823	-1.13013614726282
0.184065197632168	1.57920575222385	1.26324041846451	0.414706525839227	2.36113627622068	-0.32543179560733	0.482697325629363	4.13020649102148	1.83145768558207	-1.41926117793846
0.508899660759527	-1.24674138333462	-0.916689086001173	-1.19672454599319	-0.751964967292683	-0.554333307323211	0.482697325629363	-0.541200835464357	-0.934433921397368	1.55100783433144
0.268999298652051	-0.540254599444999	-0.916689086001173	-0.12243716477158	-0.533254270203341	-0.0575683244504478	0.482697325629363	-0.476949079700847	0.871209144081091	1.1929954150958
0.44523076523109	0.87271896833423	-0.0377435237095907	0.683278371144627	-0.751964967292683	1.01388556017708	0.482697325629363	0.0491565929938168	-0.934435584175823	0.451279756742991
-0.400826862271738	-0.540254599444999	0.472345839060605	-0.391009010076987	-0.533254270203341	-0.301080570956704	0.482697325629363	0.0491565929938168	0.871209255558849	0.832394401079721
0.512503550773922	-0.540254599444999	0.371119800861001	-1.19672454599319	-0.180774981626358	0.770373313670824	0.482697325629363	-0.548320100068989	-0.934436030086855	1.13697573607256
0.647936964670766	-0.540254599444999	-1.16599516314725	0.414706525839227	-0.533254270203341	-0.203675672354202	0.482697325629363	-0.541200568971483	1.83145768558207	0.607772158947746
0.567721929963392	-0.540254599444999	2.06373957197184	-0.659580855382388	-0.533254270203341	-0.551898184858148	0.482697325629363	0.0491565929938168	-0.934434701741675	-0.757061162893169
0.508899070273421	-0.540254599444999	4.09916150257232	2.02613759767165	3.53667121003978	-0.0575683244504478	0.482697325629363	2.8387117912278	-0.0576238954066472	0.843651499592694
